No	Protein	Protein	Class
5478	CG32297	CG30078	2
5479	CG32297	CG4945	2
5480	CG32297	CG8374	2
5481	CG32315	CG10335	2
5482	CG32315	CG13329	2
5483	CG32315	CG4871	2
5484	CG3234	CG10395	2
5485	CG3234	CG12587	2
5486	CG3234	CG13999	2
5487	CG3234	CG3724	2
5488	CG32365	CG5201	2
5489	CG32372	CG4631	2
5490	CG32409	CG14445	2
5491	CG32425	CG31319	2
5492	CG32428	CG15219	2
5493	CG32428	CG17856	2
5494	CG32428	CG6897	2
5495	CG32435	CG15316	2
5496	CG32438	CG10825	2
5497	CG32438	CG1502	2
5498	CG32446	CG4159	2
5499	CG32446	CG6324	2
5500	CG32446	CG7926	2
5501	CG32447	CG13190	2
5502	CG32447	CG17369	2
5503	CG32447	CG32295	2
5504	CG32447	CG4617	2
5505	CG3244	CG11178	2
5506	CG32451	CG14408	2
5507	CG32451	CG33154	2
5508	CG32452	CG11314	2
5509	CG32452	CG17498	2
5510	CG32452	CG8487	2
5511	CG32464	CG32295	2
5512	CG32479	CG10153	2
5513	CG32485	CG3917	2
5514	CG32486	CG15669	2
5515	CG32486	CG17726	2
5516	CG32486	CG5170	2
5517	CG32486	CG7375	2
5518	CG3248	CG13432	2
5519	CG3248	CG2046	2
5520	CG3250	CG10540	2
5521	CG3250	CG14985	2
5522	CG3250	CG18468	2
5523	CG3250	CG1989	2
5524	CG3250	CG33103	2
5525	CG3250	CG5927	2
5526	CG32512	CG10655	2
5527	CG32512	CG11178	2
5528	CG32512	CG13631	2
5529	CG32512	CG31045	2
5530	CG32549	CG10566	2
5531	CG32549	CG14448	2
5532	CG32549	CG3821	2
5533	CG32549	CG6137	2
5534	CG32572	CG7108	2
5535	CG32573	CG1504	2
5536	CG32594	CG17294	2
5537	CG32594	CG17564	2
5538	CG32594	CG2038	2
5539	CG32594	CG6214	2
5540	CG32626	CG12921	2
5541	CG32626	CG13868	2
5542	CG32626	CG2099	2
5543	CG32626	CG3666	2
5544	CG32636	CG13886	2
5545	CG32636	CG14317	2
5546	CG32636	CG17186	2
5547	CG32638	CG14985	2
5548	CG32638	CG3140	2
5549	CG3263	CG10986	2
5550	CG3263	CG13031	2
5551	CG3263	CG3652	2
5552	CG32647	CG14215	2
5553	CG32654	CG10652	2
5554	CG32654	CG17673	2
5555	CG32654	CG18468	2
5556	CG32654	CG4217	2
5557	CG32659	CG5474	2
5558	CG32672	CG18067	2
5559	CG32680	CG30084	2
5560	CG32683	CG1550	2
5561	CG32683	CG17283	2
5562	CG32683	CG31869	2
5563	CG32683	CG32858	2
5564	CG32683	CG5753	2
5565	CG32688	CG2194	2
5566	CG32688	CG3021	2
5567	CG32688	CG31637	2
5568	CG32688	CG3773	2
5569	CG3268	CG3274	2
5570	CG3268	CG7098	2
5571	CG32694	CG12673	2
5572	CG32694	CG13747	2
5573	CG32694	CG1427	2
5574	CG32703	CG17287	2
5575	CG32705	CG12056	2
5576	CG32705	CG7037	2
5577	CG32705	CG8615	2
5578	CG32708	CG31559	2
5579	CG32708	CG3579	2
5580	CG32711	CG10964	2
5581	CG32711	CG1513	2
5582	CG32711	CG17746	2
5583	CG32732	CG8884	2
5584	CG32736	CG11527	2
5585	CG32736	CG7241	2
5586	CG32736	CG7780	2
5587	CG32737	CG10581	2
5588	CG32737	CG16978	2
5589	CG32737	CG8092	2
5590	CG3274	CG10800	2
5591	CG3274	CG12025	2
5592	CG3274	CG13081	2
5593	CG3274	CG4170	2
5594	CG3274	CG5876	2
5595	CG3274	CG6059	2
5596	CG3274	CG9496	2
5597	CG3274	CG9636	2
5598	CG32795	CG17255	2
5599	CG32795	CG33085	2
5600	CG32795	CG8925	2
5601	CG32796	CG12914	2
5602	CG32796	CG13186	2
5603	CG32796	CG15009	2
5604	CG32796	CG3582	2
5605	CG32801	CG10159	2
5606	CG32801	CG10480	2
5607	CG32801	CG11539	2
5608	CG32809	CG11208	2
5609	CG32809	CG6353	2
5610	CG32809	CG9893	2
5611	CG32852	CG12023	2
5612	CG3291	CG7654	2
5613	CG32950	CG15219	2
5614	CG32950	CG9318	2
5615	CG32953	CG17744	2
5616	CG32953	CG31643	2
5617	CG32953	CG6846	2
5618	CG32955	CG1901	2
5619	CG3295	CG14694	2
5620	CG3295	CG14900	2
5621	CG3295	CG3430	2
5622	CG32972	CG10305	2
5623	CG32972	CG5433	2
5624	CG32972	CG8600	2
5625	CG32986	CG12374	2
5626	CG32986	CG17654	2
5627	CG32986	CG3689	2
5628	CG32986	CG6071	2
5629	CG3298	CG31063	2
5630	CG3299	CG2095	2
5631	CG3299	CG7851	2
5632	CG33002	CG15043	2
5633	CG33002	CG8151	2
5634	CG33008	CG11055	2
5635	CG33008	CG14634	2
5636	CG33045	CG1815	2
5637	CG33045	CG18317	2
5638	CG33045	CG5232	2
5639	CG33045	CG9885	2
5640	CG33052	CG18367	2
5641	CG33052	CG32736	2
5642	CG33052	CG5581	2
5643	CG33052	CG9829	2
5644	CG33056	CG14915	2
5645	CG33056	CG9659	2
5646	CG33057	CG13504	2
5647	CG33057	CG4036	2
5648	CG33057	CG9410	2
5649	CG33067	CG7913	2
5650	CG33067	CG9496	2
5651	CG33070	CG8395	2
5652	CG33087	CG1104	2
5653	CG3308	CG16708	2
5654	CG33090	CG9928	2
5655	CG33095	CG13780	2
5656	CG33095	CG2093	2
5657	CG33103	CG12744	2
5658	CG33103	CG15602	2
5659	CG33106	CG8322	2
5660	CG33113	CG1796	2
5661	CG33116	CG10164	2
5662	CG33116	CG17785	2
5663	CG33116	CG3558	2
5664	CG33116	CG3811	2
5665	CG33123	CG12008	2
5666	CG33123	CG4345	2
5667	CG33126	CG6428	2
5668	CG33126	CG9471	2
5669	CG33129	CG13630	2
5670	CG33129	CG32530	2
5671	CG33129	CG3782	2
5672	CG33130	CG12054	2
5673	CG33130	CG12746	2
5674	CG33130	CG8190	2
5675	CG33130	CG9201	2
5676	CG33131	CG11448	2
5677	CG33131	CG4162	2
5678	CG33134	CG12054	2
5679	CG33134	CG3654	2
5680	CG33138	CG4722	2
5681	CG33141	CG12433	2
5682	CG33141	CG17025	2
5683	CG3314	CG11267	2
5684	CG3314	CG16978	2
5685	CG3314	CG31738	2
5686	CG33154	CG11327	2
5687	CG33154	CG3180	2
5688	CG33169	CG11134	2
5689	CG33169	CG8086	2
5690	CG33184	CG11267	2
5691	CG33188	CG15087	2
5692	CG33188	CG1519	2
5693	CG33200	CG9626	2
5694	CG33205	CG5919	2
5695	CG33208	CG11132	2
5696	CG33209	CG11409	2
5697	CG33209	CG13587	2
5698	CG33209	CG4827	2
5699	CG33209	CG6416	2
5700	CG33209	CG9836	2
5701	CG33214	CG14542	2
5702	CG33214	CG32486	2
5703	CG33214	CG32694	2
5704	CG33214	CG4585	2
5705	CG33214	CG5114	2
5706	CG3321	CG8776	2
5707	CG3323	CG11501	2
5708	CG3325	CG3004	2
5709	CG3331	CG11648	2
5710	CG3331	CG12730	2
5711	CG3331	CG1944	2
5712	CG3331	CG2109	2
5713	CG3331	CG3767	2
5714	CG3332	CG1009	2
5715	CG3363	CG2652	2
5716	CG3363	CG6225	2
5717	CG3365	CG14332	2
5718	CG3365	CG5148	2
5719	CG3365	CG8884	2
5720	CG3368	CG31302	2
5721	CG3368	CG3671	2
5722	CG3368	CG9060	2
5723	CG3376	CG10655	2
5724	CG3376	CG31063	2
5725	CG3386	CG10414	2
5726	CG3386	CG13165	2
5727	CG3395	CG7865	2
5728	CG3400	CG14949	2
5729	CG3400	CG18449	2
5730	CG3400	CG8725	2
5731	CG3403	CG2200	2
5732	CG3403	CG3557	2
5733	CG3403	CG3568	2
5734	CG3403	CG4583	2
5735	CG3403	CG5190	2
5736	CG3415	CG5630	2
5737	CG3415	CG6749	2
5738	CG3415	CG7849	2
5739	CG3415	CG9247	2
5740	CG3416	CG13384	2
5741	CG3416	CG2101	2
5742	CG3416	CG3825	2
5743	CG3416	CG4579	2
5744	CG3416	CG6981	2
5745	CG3420	CG15697	2
5746	CG3420	CG2968	2
5747	CG3430	CG11008	2
5748	CG3430	CG4405	2
5749	CG3430	CG6524	2
5750	CG3433	CG7352	2
5751	CG3433	CG7758	2
5752	CG3441	CG10965	2
5753	CG3441	CG12860	2
5754	CG3441	CG31006	2
5755	CG3441	CG31063	2
5756	CG3441	CG32230	2
5757	CG3441	CG5661	2
5758	CG3441	CG8260	2
5759	CG3443	CG31559	2
5760	CG3443	CG33126	2
5761	CG3443	CG5068	2
5762	CG3448	CG14579	2
5763	CG3448	CG4557	2
5764	CG3448	CG9224	2
5765	CG3454	CG4364	2
5766	CG3460	CG11227	2
5767	CG3460	CG1659	2
5768	CG3461	CG3811	2
5769	CG3488	CG2674	2
5770	CG3488	CG9331	2
5771	CG3492	CG1965	2
5772	CG3493	CG2225	2
5773	CG3493	CG7181	2
5774	CG3493	CG8078	2
5775	CG3493	CG8487	2
5776	CG3496	CG31460	2
5777	CG3501	CG32451	2
5778	CG3506	CG12079	2
5779	CG3506	CG1314	2
5780	CG3506	CG14436	2
5781	CG3506	CG4345	2
5782	CG3522	CG5087	2
5783	CG3522	CG7519	2
5784	CG3525	CG1084	2
5785	CG3527	CG11679	2
5786	CG3527	CG5838	2
5787	CG3527	CG6951	2
5788	CG3529	CG11639	2
5789	CG3532	CG10620	2
5790	CG3532	CG10724	2
5791	CG3532	CG1464	2
5792	CG3532	CG6910	2
5793	CG3533	CG10071	2
5794	CG3533	CG14213	2
5795	CG3533	CG5357	2
5796	CG3533	CG6575	2
5797	CG3533	CG6897	2
5798	CG3552	CG12108	2
5799	CG3552	CG14073	2
5800	CG3552	CG33090	2
5801	CG3557	CG1513	2
5802	CG3557	CG7421	2
5803	CG3557	CG8620	2
5804	CG3558	CG14489	2
5805	CG3558	CG6954	2
5806	CG3564	CG18604	2
5807	CG3564	CG7011	2
5808	CG3568	CG18801	2
5809	CG3568	CG30118	2
5810	CG3572	CG16711	2
5811	CG3576	CG10721	2
5812	CG3579	CG2938	2
5813	CG3579	CG4337	2
5814	CG3579	CG9353	2
5815	CG3582	CG11920	2
5816	CG3582	CG2221	2
5817	CG3589	CG10897	2
5818	CG3589	CG13425	2
5819	CG3590	CG1640	2
5820	CG3590	CG8568	2
5821	CG3598	CG12034	2
5822	CG3598	CG13157	2
5823	CG3598	CG3938	2
5824	CG3605	CG10061	2
5825	CG3605	CG15435	2
5826	CG3605	CG6182	2
5827	CG3605	CG8765	2
5828	CG3610	CG1138	2
5829	CG3610	CG1216	2
5830	CG3610	CG13113	2
5831	CG3610	CG6567	2
5832	CG3610	CG6680	2
5833	CG3610	CG7785	2
5834	CG3611	CG1943	2
5835	CG3611	CG8257	2
5836	CG3612	CG11086	2
5837	CG3612	CG11527	2
5838	CG3612	CG18608	2
5839	CG3622	CG14184	2
5840	CG3622	CG9665	2
5841	CG3632	CG6944	2
5842	CG3649	CG5276	2
5843	CG3649	CG7017	2
5844	CG3649	CG9166	2
5845	CG3651	CG11498	2
5846	CG3652	CG6845	2
5847	CG3654	CG7765	2
5848	CG3658	CG7161	2
5849	CG3658	CG7219	2
5850	CG3661	CG4293	2
5851	CG3661	CG4659	2
5852	CG3662	CG17332	2
5853	CG3662	CG2091	2
5854	CG3662	CG3174	2
5855	CG3662	CG32428	2
5856	CG3662	CG3557	2
5857	CG3663	CG13113	2
5858	CG3663	CG2225	2
5859	CG3666	CG1786	2
5860	CG3671	CG3268	2
5861	CG3679	CG31082	2
5862	CG3679	CG3880	2
5863	CG3679	CG4257	2
5864	CG3679	CG6725	2
5865	CG3687	CG5686	2
5866	CG3688	CG12585	2
5867	CG3688	CG15036	2
5868	CG3688	CG3679	2
5869	CG3688	CG5654	2
5870	CG3689	CG15136	2
5871	CG3691	CG6222	2
5872	CG3697	CG15530	2
5873	CG3697	CG3874	2
5874	CG3698	CG10687	2
5875	CG3698	CG4751	2
5876	CG3698	CG8199	2
5877	CG3702	CG17221	2
5878	CG3705	CG14437	2
5879	CG3705	CG1818	2
5880	CG3705	CG33174	2
5881	CG3705	CG6424	2
5882	CG3708	CG17295	2
5883	CG3708	CG9653	2
5884	CG3713	CG10776	2
5885	CG3715	CG14147	2
5886	CG3730	CG8765	2
5887	CG3735	CG5499	2
5888	CG3735	CG6170	2
5889	CG3744	CG6235	2
5890	CG3744	CG6577	2
5891	CG3754	CG10522	2
5892	CG3754	CG3589	2
5893	CG3754	CG8181	2
5894	CG3756	CG14750	2
5895	CG3756	CG9224	2
5896	CG3757	CG3169	2
5897	CG3757	CG32736	2
5898	CG3757	CG8257	2
5899	CG3757	CG9881	2
5900	CG3760	CG13090	2
5901	CG3760	CG7053	2
5902	CG3767	CG14694	2
5903	CG3767	CG4925	2
5904	CG3767	CG5640	2
5905	CG3767	CG8553	2
5906	CG3769	CG13227	2
5907	CG3771	CG17190	2
5908	CG3771	CG3825	2
5909	CG3771	CG7108	2
5910	CG3773	CG13072	2
5911	CG3776	CG10237	2
5912	CG3776	CG2093	2
5913	CG3776	CG31136	2
5914	CG3776	CG5612	2
5915	CG3776	CG8843	2
5916	CG3781	CG9961	2
5917	CG3782	CG10522	2
5918	CG3782	CG31107	2
5919	CG3792	CG17097	2
5920	CG3792	CG4395	2
5921	CG3792	CG5371	2
5922	CG3806	CG11176	2
5923	CG3806	CG15125	2
5924	CG3806	CG3811	2
5925	CG3808	CG7959	2
5926	CG3808	CG8245	2
5927	CG3810	CG15811	2
5928	CG3810	CG4049	2
5929	CG3811	CG18780	2
5930	CG3811	CG8784	2
5931	CG3821	CG12161	2
5932	CG3821	CG15069	2
5933	CG3825	CG10955	2
5934	CG3825	CG9485	2
5935	CG3831	CG11212	2
5936	CG3831	CG13699	2
5937	CG3831	CG31107	2
5938	CG3831	CG32858	2
5939	CG3832	CG14843	2
5940	CG3832	CG5121	2
5941	CG3858	CG1968	2
5942	CG3858	CG7013	2
5943	CG3880	CG13293	2
5944	CG3903	CG4848	2
5945	CG3903	CG9467	2
5946	CG3903	CG9670	2
5947	CG3906	CG14977	2
5948	CG3906	CG6205	2
5949	CG3909	CG10364	2
5950	CG3909	CG15651	2
5951	CG3909	CG9986	2
5952	CG3911	CG10433	2
5953	CG3911	CG30492	2
5954	CG3917	CG4712	2
5955	CG3918	CG12847	2
5956	CG3919	CG32694	2
5957	CG3920	CG14764	2
5958	CG3920	CG17097	2
5959	CG3920	CG5649	2
5960	CG3922	CG1782	2
5961	CG3922	CG33085	2
5962	CG3922	CG4654	2
5963	CG3925	CG3395	2
5964	CG3925	CG5828	2
5965	CG3925	CG7456	2
5966	CG3929	CG18377	2
5967	CG3929	CG2093	2
5968	CG3929	CG4805	2
5969	CG3929	CG9526	2
5970	CG3931	CG3988	2
5971	CG3931	CG7231	2
5972	CG3931	CG9938	2
5973	CG3938	CG10964	2
5974	CG3938	CG17836	2
5975	CG3938	CG17894	2
5976	CG3938	CG9353	2
5977	CG3939	CG12399	2
5978	CG3945	CG2855	2
5979	CG3945	CG5333	2
5980	CG3948	CG12419	2
5981	CG3948	CG3274	2
5982	CG3953	CG1391	2
5983	CG3953	CG14631	2
5984	CG3953	CG14759	2
5985	CG3953	CG8959	2
5986	CG3959	CG13397	2
5987	CG3959	CG15638	2
5988	CG3959	CG31605	2
5989	CG3959	CG7533	2
5990	CG3972	CG17896	2
5991	CG3975	CG13337	2
5992	CG3975	CG8010	2
5993	CG3975	CG9192	2
5994	CG3979	CG2086	2
5995	CG3979	CG2091	2
5996	CG3979	CG8298	2
5997	CG3981	CG11064	2
5998	CG3985	CG8481	2
5999	CG3987	CG11254	2
6000	CG3987	CG30365	2
6001	CG3987	CG8428	2
6002	CG3988	CG17988	2
6003	CG3997	CG11064	2
6004	CG3997	CG15219	2
6005	CG3999	CG32104	2
6006	CG3999	CG4802	2
6007	CG3999	CG6480	2
6008	CG4008	CG7655	2
6009	CG4025	CG32452	2
6010	CG4025	CG7705	2
6011	CG4036	CG17601	2
6012	CG4036	CG5619	2
6013	CG4042	CG10470	2
6014	CG4042	CG13201	2
6015	CG4042	CG1429	2
6016	CG4042	CG17904	2
6017	CG4045	CG17746	2
6018	CG4045	CG7580	2
6019	CG4045	CG7855	2
6020	CG4049	CG10230	2
6021	CG4049	CG5315	2
6022	CG4049	CG7126	2
6023	CG4057	CG16758	2
6024	CG4057	CG30403	2
6025	CG4057	CG31235	2
6026	CG4057	CG3363	2
6027	CG4058	CG4221	2
6028	CG4058	CG7580	2
6029	CG4059	CG7037	2
6030	CG4059	CG9028	2
6031	CG4061	CG15685	2
6032	CG4061	CG32944	2
6033	CG4061	CG3858	2
6034	CG4062	CG4867	2
6035	CG4062	CG6182	2
6036	CG4065	CG8010	2
6037	CG4065	CG8768	2
6038	CG4065	CG9195	2
6039	CG4067	CG7013	2
6040	CG4067	CG8057	2
6041	CG4068	CG33198	2
6042	CG4068	CG6412	2
6043	CG4069	CG4049	2
6044	CG4069	CG5099	2
6045	CG4069	CG5186	2
6046	CG4069	CG5472	2
6047	CG4069	CG8048	2
6048	CG4071	CG3420	2
6049	CG4076	CG2698	2
6050	CG4084	CG9535	2
6051	CG4086	CG16838	2
6052	CG4086	CG6353	2
6053	CG4095	CG12373	2
6054	CG4095	CG15576	2
6055	CG4095	CG17273	2
6056	CG4097	CG4157	2
6057	CG4097	CG6666	2
6058	CG4103	CG10610	2
6059	CG4104	CG13625	2
6060	CG4104	CG14434	2
6061	CG4104	CG31692	2
6062	CG4122	CG32594	2
6063	CG4122	CG4300	2
6064	CG4139	CG13880	2
6065	CG4139	CG17244	2
6066	CG4139	CG4622	2
6067	CG4139	CG5193	2
6068	CG4141	CG1764	2
6069	CG4143	CG10153	2
6070	CG4143	CG15234	2
6071	CG4143	CG3948	2
6072	CG4143	CG6677	2
6073	CG4143	CG7131	2
6074	CG4151	CG11180	2
6075	CG4151	CG31974	2
6076	CG4151	CG3612	2
6077	CG4151	CG4364	2
6078	CG4151	CG5927	2
6079	CG4151	CG8016	2
6080	CG4153	CG6146	2
6081	CG4157	CG9356	2
6082	CG4161	CG13004	2
6083	CG4162	CG14803	2
6084	CG4167	CG13358	2
6085	CG4167	CG5175	2
6086	CG4168	CG5748	2
6087	CG4168	CG5965	2
6088	CG4168	CG6637	2
6089	CG4169	CG11819	2
6090	CG4169	CG12540	2
6091	CG4170	CG10335	2
6092	CG4170	CG13504	2
6093	CG4170	CG8732	2
6094	CG4180	CG10882	2
6095	CG4180	CG11190	2
6096	CG4180	CG16865	2
6097	CG4180	CG8544	2
6098	CG4185	CG10655	2
6099	CG4185	CG13373	2
6100	CG4185	CG15456	2
6101	CG4185	CG17785	2
6102	CG4185	CG1888	2
6103	CG4185	CG8605	2
6104	CG4196	CG9313	2
6105	CG4198	CG11267	2
6106	CG4198	CG11756	2
6107	CG4198	CG13504	2
6108	CG4198	CG7762	2
6109	CG4198	CG7966	2
6110	CG4199	CG15316	2
6111	CG4199	CG4300	2
6112	CG4204	CG14989	2
6113	CG4204	CG9316	2
6114	CG4213	CG1660	2
6115	CG4216	CG1120	2
6116	CG4216	CG7748	2
6117	CG4216	CG8349	2
6118	CG4216	CG9677	2
6119	CG4217	CG14939	2
6120	CG4217	CG32253	2
6121	CG4217	CG5582	2
6122	CG4220	CG13894	2
6123	CG4220	CG15087	2
6124	CG4220	CG15638	2
6125	CG4220	CG15878	2
6126	CG4221	CG6159	2
6127	CG4239	CG3295	2
6128	CG4239	CG4088	2
6129	CG4257	CG10470	2
6130	CG4257	CG10752	2
6131	CG4257	CG11173	2
6132	CG4257	CG6199	2
6133	CG4257	CG9356	2
6134	CG4258	CG17660	2
6135	CG4258	CG5481	2
6136	CG4258	CG9537	2
6137	CG4265	CG10231	2
6138	CG4279	CG18496	2
6139	CG4281	CG11030	2
6140	CG4281	CG11738	2
6141	CG4281	CG1344	2
6142	CG4281	CG31363	2
6143	CG4287	CG10424	2
6144	CG4287	CG32986	2
6145	CG4289	CG12659	2
6146	CG4289	CG4068	2
6147	CG4293	CG5070	2
6148	CG4293	CG7970	2
6149	CG4293	CG9586	2
6150	CG4299	CG12289	2
6151	CG4299	CG4488	2
6152	CG4300	CG8816	2
6153	CG4303	CG32953	2
6154	CG4303	CG3874	2
6155	CG4306	CG12585	2
6156	CG4306	CG14380	2
6157	CG4311	CG17593	2
6158	CG4319	CG13999	2
6159	CG4326	CG14713	2
6160	CG4326	CG2910	2
6161	CG4326	CG3325	2
6162	CG4326	CG5034	2
6163	CG4336	CG3321	2
6164	CG4336	CG3691	2
6165	CG4337	CG15261	2
6166	CG4345	CG1660	2
6167	CG4347	CG16784	2
6168	CG4347	CG4827	2
6169	CG4364	CG3598	2
6170	CG4364	CG4483	2
6171	CG4364	CG6428	2
6172	CG4365	CG10635	2
6173	CG4365	CG11606	2
6174	CG4365	CG7356	2
6175	CG4385	CG12143	2
6176	CG4385	CG13645	2
6177	CG4395	CG15180	2
6178	CG4395	CG5820	2
6179	CG4395	CG6219	2
6180	CG4398	CG13689	2
6181	CG4398	CG4097	2
6182	CG4398	CG5231	2
6183	CG4398	CG5258	2
6184	CG4405	CG11987	2
6185	CG4405	CG4395	2
6186	CG4405	CG7231	2
6187	CG4407	CG16826	2
6188	CG4407	CG5193	2
6189	CG4407	CG5634	2
6190	CG4407	CG8770	2
6191	CG4415	CG2898	2
6192	CG4415	CG7744	2
6193	CG4432	CG17244	2
6194	CG4432	CG32683	2
6195	CG4445	CG11337	2
6196	CG4445	CG14443	2
6197	CG4447	CG15261	2
6198	CG4447	CG30419	2
6199	CG4447	CG9628	2
6200	CG4451	CG10209	2
6201	CG4455	CG6005	2
6202	CG4457	CG1009	2
6203	CG4457	CG18806	2
6204	CG4464	CG9508	2
6205	CG4482	CG16953	2
6206	CG4482	CG2216	2
6207	CG4482	CG31559	2
6208	CG4483	CG12140	2
6209	CG4483	CG17025	2
6210	CG4483	CG6605	2
6211	CG4484	CG15220	2
6212	CG4484	CG17977	2
6213	CG4484	CG6578	2
6214	CG4484	CG6666	2
6215	CG4488	CG8612	2
6216	CG4494	CG8173	2
6217	CG4520	CG16784	2
6218	CG4532	CG1049	2
6219	CG4532	CG10691	2
6220	CG4532	CG31232	2
6221	CG4532	CG6322	2
6222	CG4532	CG9885	2
6223	CG4533	CG10424	2
6224	CG4533	CG10651	2
6225	CG4533	CG11899	2
6226	CG4533	CG8044	2
6227	CG4537	CG11230	2
6228	CG4537	CG15093	2
6229	CG4537	CG1644	2
6230	CG4537	CG18377	2
6231	CG4546	CG32104	2
6232	CG4546	CG5903	2
6233	CG4553	CG2095	2
6234	CG4557	CG15099	2
6235	CG4561	CG13329	2
6236	CG4561	CG5174	2
6237	CG4561	CG8014	2
6238	CG4570	CG31226	2
6239	CG4570	CG4980	2
6240	CG4576	CG6310	2
6241	CG4577	CG13280	2
6242	CG4577	CG13867	2
6243	CG4577	CG8959	2
6244	CG4579	CG15860	2
6245	CG4581	CG7586	2
6246	CG4581	CG9124	2
6247	CG4583	CG12914	2
6248	CG4583	CG31140	2
6249	CG4583	CG9703	2
6250	CG4584	CG12501	2
6251	CG4584	CG5824	2
6252	CG4584	CG7006	2
6253	CG4585	CG14843	2
6254	CG4585	CG4878	2
6255	CG4589	CG18811	2
6256	CG4589	CG3173	2
6257	CG4589	CG4398	2
6258	CG4603	CG12020	2
6259	CG4603	CG8925	2
6260	CG4610	CG12234	2
6261	CG4610	CG2278	2
6262	CG4611	CG3874	2
6263	CG4611	CG8600	2
6264	CG4611	CG9588	2
6265	CG4617	CG6170	2
6266	CG4617	CG8080	2
6267	CG4617	CG9934	2
6268	CG4619	CG13467	2
6269	CG4619	CG15693	2
6270	CG4619	CG7698	2
6271	CG4622	CG3400	2
6272	CG4622	CG4180	2
6273	CG4623	CG6806	2
6274	CG4623	CG8023	2
6275	CG4623	CG9537	2
6276	CG4627	CG1250	2
6277	CG4627	CG14684	2
6278	CG4627	CG32711	2
6279	CG4631	CG11885	2
6280	CG4631	CG18005	2
6281	CG4634	CG14254	2
6282	CG4645	CG13113	2
6283	CG4645	CG15435	2
6284	CG4645	CG33085	2
6285	CG4646	CG18468	2
6286	CG4654	CG6718	2
6287	CG4659	CG14101	2
6288	CG4659	CG18124	2
6289	CG4661	CG8298	2
6290	CG4661	CG8631	2
6291	CG4672	CG14545	2
6292	CG4672	CG32230	2
6293	CG4672	CG4049	2
6294	CG4672	CG4557	2
6295	CG4672	CG9020	2
6296	CG4672	CG9187	2
6297	CG4681	CG1648	2
6298	CG4681	CG31363	2
6299	CG4681	CG4097	2
6300	CG4681	CG5645	2
6301	CG4681	CG7669	2
6302	CG4681	CG8615	2
6303	CG4690	CG12437	2
6304	CG4690	CG2227	2
6305	CG4690	CG3222	2
6306	CG4690	CG6841	2
6307	CG4692	CG11033	2
6308	CG4692	CG32230	2
6309	CG4694	CG3224	2
6310	CG4699	CG31326	2
6311	CG4699	CG33208	2
6312	CG4702	CG12958	2
6313	CG4702	CG15660	2
6314	CG4702	CG5481	2
6315	CG4702	CG8861	2
6316	CG4710	CG7108	2
6317	CG4712	CG1620	2
6318	CG4712	CG30217	2
6319	CG4719	CG1883	2
6320	CG4722	CG6177	2
6321	CG4722	CG7017	2
6322	CG4729	CG2183	2
6323	CG4729	CG2331	2
6324	CG4729	CG8508	2
6325	CG4735	CG17153	2
6326	CG4735	CG5837	2
6327	CG4742	CG5014	2
6328	CG4742	CG9401	2
6329	CG4747	CG10965	2
6330	CG4747	CG13471	2
6331	CG4747	CG8905	2
6332	CG4756	CG10302	2
6333	CG4756	CG4729	2
6334	CG4759	CG11835	2
6335	CG4759	CG12819	2
6336	CG4759	CG14750	2
6337	CG4759	CG2330	2
6338	CG4766	CG14956	2
6339	CG4774	CG17660	2
6340	CG4775	CG1007	2
6341	CG4778	CG17904	2
6342	CG4778	CG9247	2
6343	CG4780	CG6533	2
6344	CG4780	CG7764	2
6345	CG4785	CG12203	2
6346	CG4785	CG13073	2
6347	CG4785	CG4520	2
6348	CG4788	CG3939	2
6349	CG4788	CG9669	2
6350	CG4789	CG11064	2
6351	CG4789	CG5838	2
6352	CG4792	CG13867	2
6353	CG4795	CG10308	2
6354	CG4795	CG11775	2
6355	CG4795	CG12975	2
6356	CG4795	CG30194	2
6357	CG4795	CG4570	2
6358	CG4798	CG3506	2
6359	CG4798	CG9659	2
6360	CG4800	CG9232	2
6361	CG4802	CG4196	2
6362	CG4802	CG7800	2
6363	CG4805	CG15822	2
6364	CG4805	CG9012	2
6365	CG4827	CG10335	2
6366	CG4827	CG15151	2
6367	CG4827	CG17592	2
6368	CG4829	CG15611	2
6369	CG4829	CG32573	2
6370	CG4829	CG5580	2
6371	CG4835	CG15109	2
6372	CG4835	CG15302	2
6373	CG4835	CG1577	2
6374	CG4835	CG17122	2
6375	CG4835	CG1975	2
6376	CG4836	CG18584	2
6377	CG4836	CG7600	2
6378	CG4840	CG10002	2
6379	CG4840	CG15124	2
6380	CG4841	CG5127	2
6381	CG10011	CG31199	2
6382	CG10011	CG31415	2
6383	CG10013	CG13908	2
6384	CG10013	CG33546	2
6385	CG10013	CG3893	2
6386	CG10018	CG11191	2
6387	CG10018	CG11367	2
6388	CG10018	CG17648	2
6389	CG10018	CG17745	2
6390	CG10038	CG30145	2
6391	CG10050	CG30396	2
6392	CG10063	CG14984	2
6393	CG10063	CG31279	2
6394	CG10072	CG5524	2
6395	CG10089	CG14770	2
6396	CG10089	CG30357	2
6397	CG10089	CG31846	2
6398	CG10089	CG33136	2
6399	CG10101	CG7739	2
6400	CG10101	CG8962	2
6401	CG10105	CG14342	2
6402	CG10105	CG30110	2
6403	CG10105	CG6931	2
6404	CG10107	CG32631	2
6405	CG10107	CG3634	2
6406	CG10107	CG8370	2
6407	CG10110	CG11471	2
6408	CG10117	CG4725	2
6409	CG10117	CG7993	2
